,Product,Query
1659,Sumo L 650 Tablet,"My child is having mild fever since yesterday night, no cough, no cold. I have given Sumo L plus. should I start antibiotics?"
1671,Calpol Paediatric Drops Peppermint,Cold sneezing stomachache fever  have suggested calpol colimex and otrivin nasal drops
1672,Calpol Paediatric Drops Peppermint,Fever from one day calpol given but not relief
1673,Calpol Paediatric Drops Peppermint,Having a slight fever. Feeling a little uncomfortable. Feeling under the weather.
1674,Calpol Paediatric Drops Peppermint,Cold sneezing stomachache fever  have suggested calpol colimex and otrivin nasal drops
1675,Calpol Paediatric Drops Peppermint,Fever pain head ache pain illness
1677,Calpol Paediatric Drops Peppermint,I am feeling weakness and have fever and also pain in my stomach
1678,Calpol Paediatric Drops Peppermint,"She has cough ,fever & lack of appetite,she vomited once too what should she to get quick relief?"
1688,Pacimol 650 Tablet,"Body pain , after an accident today."
1689,Pacimol 650 Tablet,"Sudden fever came, soon after entering into mall from direct sunlight. Now having excess fever and body and joints pain. Please suggest"
1691,Pacimol 650 Tablet,"Chikunguniya, pain in foot ,thigh,lower back and fear. Currently started taking homeopathy pain killer and sometimes when pain is more I take pacimol 650."
1692,Pacimol 650 Tablet,Suffering from body ache and stiffness due to chicken guniya/ Viral fever. How to get relief from pain.
1693,Pacimol 650 Tablet,"Headach , fever and body pain fever is in low quantity."
1694,Pacimol 650 Tablet,Fever form yesterday given paracetamol but getting fever after few hours last hour recorded fever 103.5 and given pacimol mf 5 ml
1695,Pacimol 650 Tablet,getting so much pain in head please
1705,Pyrigesic 650 Tablet,I am having fever and cold since last two days
1706,Pyrigesic 650 Tablet,Suffring from fever with
1708,Pyrigesic 650 Tablet,can i will take mahacef 200 with febrex plus for cold and flu and body pain fever
1709,Pyrigesic 650 Tablet,fever and 2 months pregnant can take combiflan
1710,Pyrigesic 650 Tablet,Diagnosed with viral fever along with rashes on the body. Pain in eyes since three days. Pain when open and when blinking.
1722,Sumo L DS Suspension,I have caught the chill after exposure to very cold weather. Severing and fever with mild headaches. I am breastfeeding my 5 month baby. Which medicines should i take?
1723,Sumo L DS Suspension,Having high fever and cough and cold
1724,Sumo L DS Suspension,I AM HAVING COLD AND I HAVE FOLLOWING SYMPTOMS: Runny or stuffy nose Sore throat Cough Congestion Sneezing Generally feeling unwell PLS CONSULT ME A MEDICINE SO THAT I CAN RECOVER ASAP & ALSO PROVIDE ME A SYRUP
1725,Sumo L DS Suspension,Fever headache. droseness. taken Sumo cold and calpol 650
1727,Sumo L DS Suspension,"My child is having mild fever since yesterday night, no cough, no cold. I have given Sumo L plus. should I start antibiotics?"
1729,Sumo L DS Suspension,"suffering from severe cough , cold , nausea plz suggest something"
1739,P 250 Suspension,"I have two days fever, I take sinarest and cefran 500 mg tablet , but not relief please sussed me."
1743,P 250 Suspension,"Fever for 3 days, giving calpol 250 and Meftal P for now, can I give Mox 250"
1744,P 250 Suspension,Fever joint pain and drowsiness
1745,P 250 Suspension,"Cold, Fever and heavy body pain"
1746,P 250 Suspension,Fever headache &vomiting tendency temperature 102Fc Fever headache &vomiting tendency sense 2 days use p 250
1760,Zerodol-SP Tablet,"Few days back there was symptoms of chikunguniya observed approx 20 days back,now there's no fever and other problems but joint pains is causing much discomfort,please suggest on this. Thanks"
1761,Zerodol-SP Tablet,Severe pain in right arm at middle.joint.pls suggest some pain relievers.
1775,Calpol 120mg Suspension Strawberry,Fever from one day calpol given but not relief
1776,Calpol 120mg Suspension Strawberry,Cold sneezing stomachache fever  have suggested calpol colimex and otrivin nasal drops
1777,Calpol 120mg Suspension Strawberry,Having a slight fever. Feeling a little uncomfortable. Feeling under the weather.
1778,Calpol 120mg Suspension Strawberry,Fever pain head ache pain illness
1780,Calpol 120mg Suspension Strawberry,I am feeling weakness and have fever and also pain in my stomach
1781,Calpol 120mg Suspension Strawberry,"She has cough ,fever & lack of appetite,she vomited once too what should she to get quick relief?"
1782,Calpol 120mg Suspension Strawberry,Fever cold headache body pain.
1796,Zerodol-P Tablet,"Cold, Fever and heavy body pain"
1798,Zerodol-P Tablet,"I was suffering from Chikingunia 20 days before , fever was only for 2days nearby  prscription & test report attached . After I have pain in joints and weekness upto now. Please suggest medicine for this pain & weekness."
1799,Zerodol-P Tablet,Headache & pain in throat from last night.
1800,Zerodol-P Tablet,I'm feeling tiredness and light fever with body pain. Plz suggest me the requisite medicine.
1801,Zerodol-P Tablet,I am suffering from chikungunya since last 2 days I m experiencing high fever and too much pain in my body Plzz suggest me about how to cure it and HOW TO NEUTRALIZE THE PAIN IN THE BODY
1811,Fevastin Injection,fever and 2 months pregnant can take combiflan
1812,Fevastin Injection,Diagnosed with viral fever along with rashes on the body. Pain in eyes since three days. Pain when open and when blinking.
1813,Fevastin Injection,I am suffering from chikungunya since last 2 days I m experiencing high fever and too much pain in my body Plzz suggest me about HOW TO NEUTRALIZE THE PAIN IN THE BODY
1814,Fevastin Injection,Throat pen & normal body aches and cold no fever.
1815,Fevastin Injection,"Few days back there was symptoms of chikunguniya observed approx 20 days back,now there's no fever and other problems but joint pains is causing much discomfort,please suggest on this. Thanks"
1817,Fevastin Injection,"Dear doctor my wife is 4 month pregnant since afternoon she is suffering from head ache , can you please suggest me what should be done"
1825,Sinarest New Tablet,sir i am having cold(running nose) bcoz of hot and cold suggest me some medicine
1826,Sinarest New Tablet,heavy headache with cold and cough
1827,Sinarest New Tablet,I'm having fever with cold and cough please suggest a medicine. Thank you
1828,Sinarest New Tablet,I am suffering from cold and headache
1829,Sinarest New Tablet,Suffering from cold running nose
1840,Dolo Drops,im suffering from fever what should i do now
1841,Dolo Drops,Hello  m having high fever with cold and extreme body pain unable to go to clinic as m alone please help me ?
1842,Dolo Drops,Cold and headche pain and fever
1843,Dolo Drops,Suffering from high fever entire body pain blocked nose n chest congestion
1845,Dolo Drops,"Cough,nose problem, slightly fever"
1846,Dolo Drops,"My mother is having headaches, fever, body pain Please suggest some good medicines"
1847,Dolo Drops,i am feeling fever and had pain so please advise me
1856,Combiflam Tablet,Fever from yesterday night which is causes mild cold body pain
1857,Combiflam Tablet,Slight fever and pain in joints
1858,Combiflam Tablet,"Fever, sevear headache, and body pain."
1860,Combiflam Tablet,"Body pain , legs, sholder, neck"
1863,Combiflam Tablet,Suffering from Body pain with fever from last 3 days
1867,Cheston Cold Tablet,"cold and cough since yesterday, headache also I've bought biocof syrup and cheston cold tablet, is this enough"
1868,Cheston Cold Tablet,I have cold in 4 days not yet to gone since yesterday i took two cheston cold tablet but it not work well so plz clear my dry cold.give a good solution.
1869,Cheston Cold Tablet,"Cold , sore throat, stomache along with mild loose motions Mild fever as well. Have taken cheston cold tablets since Friday"
1870,Cheston Cold Tablet,I have cold since 4 days but i took two tablet of cheston cold but i dint feel good still have in my nose the same dry cold give me a good solution from ayurwedha.
1871,Cheston Cold Tablet,Which medicine i usewith cheston cold total nf any anti biotic ? For fever nd cough nf throt infection
1872,Cheston Cold Tablet,Is cheston cold good for running nose fever and how many times in a day should take
1873,Cheston Cold Tablet,Frequently getting cold and cough. Stops when using cheston cold doctors were saying no treatment for this kind of allergy pls help me to solve the problem
1905,Enzoflam Tablet,fever and 2 months pregnant can take combiflan
1906,Enzoflam Tablet,"Dear doctor my wife is 4 month pregnant since afternoon she is suffering from head ache , can you please suggest me what should be done"
1916,Pyrigesic Tablet,I am having fever and cold since last two days
1917,Pyrigesic Tablet,Suffring from fever with
1919,Pyrigesic Tablet,can i will take mahacef 200 with febrex plus for cold and flu and body pain fever
1920,Pyrigesic Tablet,fever and 2 months pregnant can take combiflan
1921,Pyrigesic Tablet,Diagnosed with viral fever along with rashes on the body. Pain in eyes since three days. Pain when open and when blinking.
1923,Pyrigesic Tablet,I am suffering from chikungunya since last 2 days I m experiencing high fever and too much pain in my body Plzz suggest me about HOW TO NEUTRALIZE THE PAIN IN THE BODY
1933,P 500 Tablet,"I have two days fever, I take sinarest and cefran 500 mg tablet , but not relief please sussed me."
1937,P 500 Tablet,Fever joint pain and drowsiness
1938,P 500 Tablet,"Cold, Fever and heavy body pain"
1939,P 500 Tablet,Fever with cold and body pain.
1940,P 500 Tablet,Fever from last 2 days headache cough body pain
1952,Brufen 400 Tablet,My daughter got fracture on her left leg two fingers . We took her to the doctor but she didnt get relief from pain . Kindly suggest me the some medicines which help in fixing the bones.
1953,Brufen 400 Tablet,"Teeth pain for the last 3 days, suggest pain killer tablet"
1954,Brufen 400 Tablet,"My son has head ache, throat pain"
1969,Brufen 200 Tablet,My daughter got fracture on her left leg two fingers . We took her to the doctor but she didnt get relief from pain . Kindly suggest me the some medicines which help in fixing the bones.
1971,Brufen 200 Tablet,"Teeth pain for the last 3 days, suggest pain killer tablet"
1972,Brufen 200 Tablet,"My son has head ache, throat pain"
1976,Brufen 200 Tablet,fever and 2 months pregnant can take combiflan
1988,Brufen 600 Tablet,My daughter got fracture on her left leg two fingers . We took her to the doctor but she didnt get relief from pain . Kindly suggest me the some medicines which help in fixing the bones.
1989,Brufen 600 Tablet,"Teeth pain for the last 3 days, suggest pain killer tablet"
1990,Brufen 600 Tablet,"My son has head ache, throat pain"
1994,Brufen 600 Tablet,fever and 2 months pregnant can take combiflan
2005,Brufen Junior 100mg/5ml Suspension,"My son has head ache, throat pain"
2006,Brufen Junior 100mg/5ml Suspension,My daughter got fracture on her left leg two fingers . We took her to the doctor but she didnt get relief from pain . Kindly suggest me the some medicines which help in fixing the bones.
2007,Brufen Junior 100mg/5ml Suspension,"Teeth pain for the last 3 days, suggest pain killer tablet"
2012,Brufen Junior 100mg/5ml Suspension,fever and 2 months pregnant can take combiflan
2014,Brufen MR Soft Gelatin Capsule,"Teeth pain for the last 3 days, suggest pain killer tablet"
2015,Brufen MR Soft Gelatin Capsule,My daughter got fracture on her left leg two fingers . We took her to the doctor but she didnt get relief from pain . Kindly suggest me the some medicines which help in fixing the bones.
2020,Brufen MR Soft Gelatin Capsule,"My son has head ache, throat pain"
2031,Brufen Softra 400mg Capsule,My daughter got fracture on her left leg two fingers . We took her to the doctor but she didnt get relief from pain . Kindly suggest me the some medicines which help in fixing the bones.
2032,Brufen Softra 400mg Capsule,"Teeth pain for the last 3 days, suggest pain killer tablet"
2034,Brufen Softra 400mg Capsule,"My son has head ache, throat pain"
2038,Brufen Softra 400mg Capsule,fever and 2 months pregnant can take combiflan
