,Product,Query
1513,Lanol ER Tablet,Can I take Lanol ER Tablet and ibuprofen together?
1515,Lanol ER Tablet,What are the serious side effects of taking an excess of the Lanol ER Tablet?
1516,Lanol ER Tablet,By mistaken i taken LANOL ER TABLET & CALPOL 650 is there any side effects please let me know
1517,Lanol ER Tablet,"Malaria initial stages, want to check the prescriptioon given to my wife in a rural area which don't proper facilities is correct Clavam Lanol Topcid Lumet"
1521,Lanol ER Tablet,"My 2 month baby is little feverish today and full day fussy, unable to sleep well. Crying. Only if on lap, is quite. Also from last 4-5 days during evenings he gets very fussy and cries continuously Kindly suggest what to do and if crocin/lanol can be given"
1524,Paracip 500 Tablet,What if I vomit after taking Paracip 500 Tablet?
1526,Paracip 500 Tablet,How often can I take the Paracip 500 Tablet?
1529,Paracip 500 Tablet,Is Paracip 500 Tablet an antibiotic?
1530,Paracip 500 Tablet,Can I take Paracip 500 Tablet and ibuprofen together?
1532,Paracip 500 Tablet,What are the serious side effects of taking an excess of the Paracip 500 Tablet?
1551,P 650 Tablet,Infection near nail of little finger
1553,P 650 Tablet,"Throat infection, mild difficulty in swallowing food- looks like laryngal inflammation. Slight heaviness in the head. Thick phlegm"
1573,Pyrigesic 1000 Tablet,Sore and swollen throat. No phelgam. Temperature between 99.5 to 102.
1586,Dolopar 650 Tablet,"From last four days I am taking indaclav 625, dolopar 650, reflora z . Esofag 40. But I am feeling full of gastritis. Plz suggest"
1604,Dolo 250 Oral Suspension,Temp 104 taken nice & dolo tab
1636,T-98 Paediatric Drops,Dr.give me dose of paracetamol for new born baby Baby weight is 2.5 kg and age 17 days Fever is right now 98.5
1643,T-98 Paediatric Drops,Some times I have severe pain in my lower back when I take my bath or sit on my toe to do something .
1657,Sumo L 650 Tablet,Is sumo tablet (numeslide 100 mg + pcm 500mg ) can be taken safely during fever
1658,Sumo L 650 Tablet,Left toe nail broke having pain
1660,Sumo L 650 Tablet,Every day pain my head so what i do please halp me I'll gived sumo tablet but not effect
1676,Calpol Paediatric Drops Peppermint,Sir tell me what treatment i take for chickinguniya
1690,Pacimol 650 Tablet,Sir we give 5 ml pacimol for f
1711,Pyrigesic 650 Tablet,Sore and swollen throat. No phelgam. Temperature between 99.5 to 102.
1712,Pyrigesic 650 Tablet,Gud afternoon sir I m suffering from ill with fever from last two day At night suddenly temperature is going on And morning temperature is going down Headache is also I do maleria test but it result is non-reactive Please suggest madicine and its dosage Dosage of pyrigesic 500mg
1726,Sumo L DS Suspension,Left toe nail broke having pain
1728,Sumo L DS Suspension,Is sumo tablet (numeslide 100 mg + pcm 500mg ) can be taken safely during fever
1740,P 250 Suspension,Infection near nail of little finger
1742,P 250 Suspension,"Throat infection, mild difficulty in swallowing food- looks like laryngal inflammation. Slight heaviness in the head. Thick phlegm"
1747,Zerodol-SP Tablet,What is Zerodol-SP Tablet?
1753,Zerodol-SP Tablet,Can I take Zerodol-SP Tablet with vitamin B-complex?
1755,Zerodol-SP Tablet,Can I take a higher dose of Zerodol-SP Tablet than recommended?
1756,Zerodol-SP Tablet,What are the instructions for storage and disposal of Zerodol-SP Tablet?
1758,Zerodol-SP Tablet,bone and joint porblem so i want
1759,Zerodol-SP Tablet,Left leg one bone fucture pain
1762,Zerodol-SP Tablet,Undergone hips open 7 yrs back exo grew pain
1763,Zerodol-SP Tablet,Sir i meet with an accident on road can anyone plz give me a suggestion to cure it
1764,Zerodol-SP Tablet,"I've Right wrist probblem i can't turn or make any movement , as i'd fallen down so i can't lift anything please suggest me good remedy."
1779,Calpol 120mg Suspension Strawberry,Sir tell me what treatment i take for chickinguniya
1783,Zerodol-P Tablet,What is Zerodol-P Tablet?
1789,Zerodol-P Tablet,Can Zerodol-P Tablet be taken with vitamin B-complex?
1790,Zerodol-P Tablet,Is Zerodol-P Tablet helpful in relieving stomach pain?
1793,Zerodol-P Tablet,What are the instructions for storage and disposal of Zerodol-P Tablet?
1794,Zerodol-P Tablet,Can we have zerodol p tablet regularly?
1795,Zerodol-P Tablet,Infection near nail of little finger
1802,Fevastin Injection,How is Fevastin Injection administered?
1803,Fevastin Injection,What if I vomit after taking Fevastin Injection?
1804,Fevastin Injection,What are the serious side effects of taking an excess of the Fevastin Injection?
1806,Fevastin Injection,Is Fevastin Injection an antibiotic?
1808,Fevastin Injection,Can I take Fevastin Injection and ibuprofen together?
1816,Fevastin Injection,One of my teeth is sensitive. It some times pains
1818,Sinarest New Tablet,What is Sinarest New Tablet?
1823,Sinarest New Tablet,What is the recommended storage condition for the Sinarest New Tablet?
1844,Dolo Drops,Temp 104 taken nice & dolo tab
1853,Combiflam Tablet,Is Combiflam Tablet helpful in relieving stomach pain?
1861,Combiflam Tablet,Left side ear pain started from 3 hours
1862,Combiflam Tablet,Dose of combiflam tablet for wrist sprain
1874,Cheston Cold Tablet,Suffering from cold cough. I hv used Ascoril LS+ nd Cheston Despite of this nt getting well So plz advice me another medicine
1880,Flexon Tablet,Is Flexon Tablet helpful in relieving stomach pain?
1883,Flexon Tablet,is Flexon suspension can be given to 1month old baby. is Flexon drop is available . is it safe for baby
1884,Flexon Tablet,Sir.i had sex with my gf a month before that time she bite under my penis skin.and that skin got little blackened.nw when i move my penis from right hand side to left hand side i am hvng pain in penis plz suggest
1885,Flexon Tablet,Hole body is paining And sleeping not in timing
1886,Flexon Tablet,Severe pain in right(full) arm
1887,Flexon Tablet,Sir my left festival was light swelling and some pain iam suffering with this problem from 2 years
1888,Flexon Tablet,Pain at right side neck shoulders and right hand till the tip of fingers
1889,Enzoflam Tablet,What are the storage condition for Enzoflam Tablet?
1890,Enzoflam Tablet,What is Enzoflam Tablet?
1896,Enzoflam Tablet,Can I take Enzoflam Tablet with Vitamin B-complex?
1897,Enzoflam Tablet,Can I take Enzoflam Tablet for stomach pain?
1899,Enzoflam Tablet,I have pain in my backbone. I have checked with many doctor told me that your back is bend
1900,Enzoflam Tablet,Pain in Chest approx from 12 hours kindly sugges checkups and ECG is normal
1901,Enzoflam Tablet,I fell down. Heavy pain in lower back. Report attached. Took Tab Enzoflam thrice a day for 5 days. Kindly guide further treatment
1902,Enzoflam Tablet,I have a chipped molar. The gum is infected now. I have been prescribed Augmentin 625 and Pan-D along with Enzoflam. But it isn't seem to completely heal the gum.
1903,Enzoflam Tablet,Pain In testis and goes to abdomen and feel like burn in toilet.Pain travels in left and right testis Problem is from last 10 days and I am having oflaxacin 200 and enzoflam twice a day
1904,Enzoflam Tablet,One of my teeth is sensitive. It some times pains
1922,Pyrigesic Tablet,Sore and swollen throat. No phelgam. Temperature between 99.5 to 102.
1924,P 500 Tablet,What if I vomit after taking P 500 Tablet?
1926,P 500 Tablet,How often can I take the P 500 Tablet?
1929,P 500 Tablet,Is P 500 Tablet an antibiotic?
1930,P 500 Tablet,Can I take P 500 Tablet and ibuprofen together?
1932,P 500 Tablet,What are the serious side effects of taking an excess of the P 500 Tablet?
1934,P 500 Tablet,Infection near nail of little finger
1936,P 500 Tablet,"Throat infection, mild difficulty in swallowing food- looks like laryngal inflammation. Slight heaviness in the head. Thick phlegm"
1942,Brufen 400 Tablet,What should I tell my doctor before starting treatment with Brufen 400 Tablet?
1943,Brufen 400 Tablet,What if I forget to take a dose of Brufen 400 Tablet?
1947,Brufen 400 Tablet,Is Brufen 400 Tablet helpful in relieving stomach pain?
1951,Brufen 400 Tablet,shoulder pain due to gym workouts
1956,Brufen 400 Tablet,Pain in right hand soldier from back to elbow which was fractured . Brufen & vovaran is not suited her
1957,Brufen 400 Tablet,My calf muscle is paining because of up stairing in the 1300 steps in one stretch
1958,Brufen 400 Tablet,"I have swelling on my index finger. 10 days before it was stuck in door but it was ok that time, but after 8 days it started to swell. . If i touch finger then its paining I am taking brufen 400 mg twice daily"
1960,Brufen 200 Tablet,What should I tell my doctor before starting treatment with Brufen 200 Tablet?
1961,Brufen 200 Tablet,What if I forget to take a dose of Brufen 200 Tablet?
1965,Brufen 200 Tablet,Is Brufen 200 Tablet helpful in relieving stomach pain?
1970,Brufen 200 Tablet,shoulder pain due to gym workouts
1974,Brufen 200 Tablet,Pain in right hand soldier from back to elbow which was fractured . Brufen & vovaran is not suited her
1975,Brufen 200 Tablet,My calf muscle is paining because of up stairing in the 1300 steps in one stretch
1978,Brufen 600 Tablet,What should I tell my doctor before starting treatment with Brufen 600 Tablet?
1979,Brufen 600 Tablet,What if I forget to take a dose of Brufen 600 Tablet?
1983,Brufen 600 Tablet,Is Brufen 600 Tablet helpful in relieving stomach pain?
1987,Brufen 600 Tablet,shoulder pain due to gym workouts
1992,Brufen 600 Tablet,Pain in right hand soldier from back to elbow which was fractured . Brufen & vovaran is not suited her
1993,Brufen 600 Tablet,My calf muscle is paining because of up stairing in the 1300 steps in one stretch
1996,Brufen Junior 100mg/5ml Suspension,What should I tell my doctor before starting treatment with Brufen Junior 100mg/5ml Suspension?
1997,Brufen Junior 100mg/5ml Suspension,What if I forget to take a dose of Brufen Junior 100mg/5ml Suspension?
1998,Brufen Junior 100mg/5ml Suspension,Can I stop taking Brufen Junior 100mg/5ml Suspension when my pain is relieved?
2001,Brufen Junior 100mg/5ml Suspension,Is Brufen Junior 100mg/5ml Suspension helpful in relieving stomach pain?
2008,Brufen Junior 100mg/5ml Suspension,shoulder pain due to gym workouts
2010,Brufen Junior 100mg/5ml Suspension,Pain in right hand soldier from back to elbow which was fractured . Brufen & vovaran is not suited her
2011,Brufen Junior 100mg/5ml Suspension,My calf muscle is paining because of up stairing in the 1300 steps in one stretch
2013,Brufen MR Soft Gelatin Capsule,shoulder pain due to gym workouts
2016,Brufen MR Soft Gelatin Capsule,My calf muscle is paining because of up stairing in the 1300 steps in one stretch
2017,Brufen MR Soft Gelatin Capsule,Pain in right hand soldier from back to elbow which was fractured . Brufen & vovaran is not suited her
2018,Brufen MR Soft Gelatin Capsule,Neck pain when I move my neck a bit. I think it's due to exercise and gyming .
2019,Brufen MR Soft Gelatin Capsule,sir/madam i have pain in my testical(in left side) it slept at 4am. when I woke up it was paining since 2 days it may be due to cold and there is no swelling. may be little bit.
2022,Brufen Softra 400mg Capsule,What should I tell my doctor before starting treatment with Brufen Softra 400mg Capsule?
2023,Brufen Softra 400mg Capsule,What if I forget to take a dose of Brufen Softra 400mg Capsule?
2027,Brufen Softra 400mg Capsule,Is Brufen Softra 400mg Capsule helpful in relieving stomach pain?
2033,Brufen Softra 400mg Capsule,shoulder pain due to gym workouts
2036,Brufen Softra 400mg Capsule,Pain in right hand soldier from back to elbow which was fractured . Brufen & vovaran is not suited her
2037,Brufen Softra 400mg Capsule,My calf muscle is paining because of up stairing in the 1300 steps in one stretch
2040,Rantac 150 Tablet,Can I take Rantac 150 Tablet empty stomach?
2041,Rantac 150 Tablet,Is Rantac 150 Tablet effective?
2042,Rantac 150 Tablet,What are the dos and don’ts while taking Rantac 150 Tablet?
2045,Rantac 150 Tablet,What is the difference between Rantac 150 Tablet and omeprazole?
2046,Rantac 150 Tablet,Having severe acidity in stomach
2055,Rantac 300 Tablet,Can I take Rantac 300 Tablet empty stomach?
2056,Rantac 300 Tablet,Is Rantac 300 Tablet effective?
2057,Rantac 300 Tablet,What are the dos and don’ts while taking Rantac 300 Tablet?
2060,Rantac 300 Tablet,What is the difference between Rantac 300 Tablet and omeprazole?
2070,Rantac Syrup Mint,Can I take Rantac Syrup Mint empty stomach?
2071,Rantac Syrup Mint,Is Rantac Syrup Mint effective?
2072,Rantac Syrup Mint,What are the dos and don’ts while taking Rantac Syrup Mint?
2075,Rantac Syrup Mint,What is the difference between Rantac Syrup Mint and omeprazole?
2084,Rantac-Dom Tablet,What are the instructions for storage and disposal of Rantac-Dom Tablet?
2086,Rantac-Dom Tablet,What are the serious side effects of an overdose of Rantac-Dom Tablet?
2088,Rantac-Dom Tablet,Can I take Rantac-Dom Tablet if I am pregnant?
2094,Rantac-Dom Tablet,"Pain in neck for last 6 months, difficulties in movements"
2098,Rantac Mps Oral Suspension Elaichi Sugar Free,Having severe acidity in stomach
2099,Rantac Mps Oral Suspension Elaichi Sugar Free,"5th month completed, acidity problem in evening"
2101,Rantac Mps Oral Suspension Elaichi Sugar Free,"My wife is in first trimester (10weeks). She is severely suffering from indigestion/heaviness in stomach, particularly after 5pm. Whenever she is taking syrup for indigestion after few minutes she is vomiting. And also she is feeling pressure/pain at heart. Kindly need suggestion to overcome the above problem/feeling please. This is happening from last 4 days"
2102,Rantac Mps Oral Suspension Elaichi Sugar Free,"I'm having acidity and head. Can I take Rantac ? Have to feed my baby, who is 5 month old. Will it any side effect on my baby."
2104,Rantac Mps Oral Suspension Elaichi Sugar Free,Rantac /loratidin safe in pregnancy?
2123,Rantac Injection 2ml,Is Rantac Injection 2ml effective?
2124,Rantac Injection 2ml,What are the dos and don’ts while taking Rantac Injection 2ml?
2135,Rantac OD 300 Tablet CR,Can I take Rantac OD 300 Tablet CR empty stomach?
2136,Rantac OD 300 Tablet CR,Is Rantac OD 300 Tablet CR effective?
2137,Rantac OD 300 Tablet CR,What are the dos and don’ts while taking Rantac OD 300 Tablet CR?
2140,Rantac OD 300 Tablet CR,What is the difference between Rantac OD 300 Tablet CR and omeprazole?
2150,Rantac Infant Syrup Mint,Can I take Rantac Infant Syrup Mint empty stomach?
2151,Rantac Infant Syrup Mint,Is Rantac Infant Syrup Mint effective?
2152,Rantac Infant Syrup Mint,What are the dos and don’ts while taking Rantac Infant Syrup Mint?
2155,Rantac Infant Syrup Mint,What is the difference between Rantac Infant Syrup Mint and omeprazole?
2164,Rantac Mps LA Oral Suspension,Will a higher than the recommended dose of Rantac Mps LA Oral Suspension be more effective?
2165,Rantac Mps LA Oral Suspension,What if I miss a dose?
2168,Rantac Mps LA Oral Suspension,What are the instructions for the storage and disposal of Rantac Mps LA Oral Suspension?
2169,Rantac Mps LA Oral Suspension,Having severe acidity in stomach
2170,Rantac Mps LA Oral Suspension,"5th month completed, acidity problem in evening"
2172,Rantac Mps LA Oral Suspension,I am a pergent of 2 months i am suffering burning sensation in stomach and i am feeling tried plz give rhe suggestions
2173,Rantac Mps LA Oral Suspension,After 3 months pregnancy how far gastric problems Gastric problem se kaise chutkara paye in 3 months pregnency
2175,Rantac Mps LA Oral Suspension,"My wife is in first trimester (10weeks). She is severely suffering from indigestion/heaviness in stomach, particularly after 5pm. Whenever she is taking syrup for indigestion after few minutes she is vomiting. And also she is feeling pressure/pain at heart. Kindly need suggestion to overcome the above problem/feeling please. This is happening from last 4 days"
2176,Rantac Mps LA Oral Suspension,Acid occurred while sleeping time Taking Rantac 150 get relief. But while stoping medicine problem arised. What is the permanent solution for this acidity problem
2177,Rantac R Tablet,What is Rantac R Tablet used for?
2182,Rantac R Tablet,How is Rantac R Tablet useful in the treatment of H. pylori infection?
2183,Rantac R Tablet,Can I take Rantac R Tablet with vitamin D?
2188,Rantac R Tablet,What other lifestyle changes should I make to get maximum benefit of Rantac R Tablet?
2189,Rantac R Tablet,Can I take antacids along with Rantac R Tablet?
2199,Rantac Injection 2ml,Is Rantac Injection 2ml effective?
2200,Rantac Injection 2ml,What are the dos and don’ts while taking Rantac Injection 2ml?
2210,Rantac Mps Oral Suspension Elaichi Sugar Free,Having severe acidity in stomach
2211,Rantac Mps Oral Suspension Elaichi Sugar Free,"5th month completed, acidity problem in evening"
2213,Rantac Mps Oral Suspension Elaichi Sugar Free,"My wife is in first trimester (10weeks). She is severely suffering from indigestion/heaviness in stomach, particularly after 5pm. Whenever she is taking syrup for indigestion after few minutes she is vomiting. And also she is feeling pressure/pain at heart. Kindly need suggestion to overcome the above problem/feeling please. This is happening from last 4 days"
2214,Rantac Mps Oral Suspension Elaichi Sugar Free,"I'm having acidity and head. Can I take Rantac ? Have to feed my baby, who is 5 month old. Will it any side effect on my baby."
2216,Rantac Mps Oral Suspension Elaichi Sugar Free,Rantac /loratidin safe in pregnancy?
2218,Rantac PP 20mg Tablet,What is Rantac PP 20mg Tablet used for?
2222,Rantac PP 20mg Tablet,Does Rantac PP 20mg Tablet cause bone problems?
2223,Rantac PP 20mg Tablet,How is Rantac PP 20mg Tablet useful in the treatment of H. pylori infection?
2224,Rantac PP 20mg Tablet,Can I take Rantac PP 20mg Tablet with vitamin D?
2229,Rantac PP 20mg Tablet,What other lifestyle changes should I make to get maximum benefit of Rantac PP 20mg Tablet?
2230,Rantac PP 20mg Tablet,Can I take antacids along with Rantac PP 20mg Tablet?
2240,Maxx Rantac 150mg Tablet,Can I take Maxx Rantac 150mg Tablet empty stomach?
2241,Maxx Rantac 150mg Tablet,Is Maxx Rantac 150mg Tablet effective?
2242,Maxx Rantac 150mg Tablet,What are the dos and don’ts while taking Maxx Rantac 150mg Tablet?
2245,Maxx Rantac 150mg Tablet,What is the difference between Maxx Rantac 150mg Tablet and omeprazole?
2270,PAN 40 Tablet,I have typhoid please tell me the best solution to this disease I have typhoid since from last 7 days
2271,PAN 40 Tablet,I had a throat pain last week . I had taken Augmentin Duo 625 twice daily with Pan 40 and Montek LC once at night for four days. But now I sense a throat pain starting once again after 2 days. What would you prescribe ?
2275,Pantocid Tablet,What is Pantocid Tablet used for?
2277,Pantocid Tablet,Is a single dose of Pantocid Tablet sufficient?
2285,Pantocid Tablet,Can I take antacids along with Pantocid Tablet?
2310,Pantop 40 Tablet,Acid reflux stomach to throat in 10 years use omeez20mg
2316,Pantop 40 Tablet,"I got my tests done, cbc, lipid, liver function, thyroid, ekg, tmt. Everything is normal except Uric acid level, uric acid is 8. I do not have any other symptoms, I have acidic reflux from quite some time and I am not taking any medicine. What could I do next?"
2317,Pantosec Tablet,What is Pantosec Tablet used for?
2319,Pantosec Tablet,Is a single dose of Pantosec Tablet sufficient?
2327,Pantosec Tablet,Can I take antacids along with Pantosec Tablet?
2359,Pantakind Tablet,What is Pantakind Tablet used for?
2361,Pantakind Tablet,Is a single dose of Pantakind Tablet sufficient?
2369,Pantakind Tablet,Can I take antacids along with Pantakind Tablet?
2401,PAN 20 Tablet,What is PAN 20 Tablet used for?
2403,PAN 20 Tablet,Is a single dose of PAN 20 Tablet sufficient?
2411,PAN 20 Tablet,Can I take antacids along with PAN 20 Tablet?
2421,PAN 20 Tablet,"I have pharyngitis and is it bad for me to sing? And i always cough when i sleep, what causses my cough?"
2428,Ganaton Total Capsule SR,"I have acidity problem for around 5 years.Tried other pathy medicines but of little use.I used to get acid reflux in the night around 2am to 3am.sleep is disturbed due to hot sensation in throat ,with feeling of acidic liquid going towards nostrils ,and vomiting sensation with vomiting .After i was prescribed Ranitidin 150 around 7 to 8 months ago one tablet before bedtime now everything is under control.but now i cannot avoid the tablet.without the tablet symptioms reappear ,cannot sleep properly,either vomit or go on drinking water to subside symptoms thereby forgoing sleep .There is not much of a problem mansging the daytime.Can i continue to take above medicine for how long.?"
2432,Ganaton Total Capsule SR,"I am suffering from acidity, gas, indigestion. Taking ganaton total, aristozyme, darolac, librax."
2459,Pan-D Capsule PR,"I have pharyngitis and is it bad for me to sing? And i always cough when i sleep, what causses my cough?"
2460,Pan-D Capsule PR,Ulcer and gas trouble. flatulence
2462,Pan-D Capsule PR,After eating more acid comes In thrott eaching in throat
2477,Pantocid DSR Capsule,hey my name name is PATIENT  m 23 yr old i am facing last 3 moths acidity problem gas problem.l am ussing this tablet N5EXPRO 40MG TABLET EQUIREX.but still facing acidity and gas problem. Please sugges any medicin better then this medicin kindly rply i am wating four last 24 hours
2478,Pantop Injection,What is Pantop Injection used for?
2479,Pantop Injection,Can I take antacids along with Pantop Injection?
2486,Pantop Injection,Is a single dose of Pantop Injection sufficient?
2489,Pantop Injection,Acid reflux stomach to throat in 10 years use omeez20mg
2495,Pantop Injection,"I got my tests done, cbc, lipid, liver function, thyroid, ekg, tmt. Everything is normal except Uric acid level, uric acid is 8. I do not have any other symptoms, I have acidic reflux from quite some time and I am not taking any medicine. What could I do next?"
2496,PAN IV Injection,What is PAN IV Injection used for?
2497,PAN IV Injection,Can I take antacids along with PAN IV Injection?
2504,PAN IV Injection,Is a single dose of PAN IV Injection sufficient?
2513,PAN IV Injection,"I have pharyngitis and is it bad for me to sing? And i always cough when i sleep, what causses my cough?"
2521,Pantop-D SR Capsule,"I get reflux only when I belch or hiccup, so now having Light pain while eating food in Oesophagus. Food dnt get digested fast. Pls help me."
2522,Pantop-D SR Capsule,Acid reflux stomach to throat in 10 years use omeez20mg
2523,Pantop-D SR Capsule,I suffer from acid reflux and light paining at my heart and burning sensation near to cheast and my head also paining after when i get up from bed . Vomiting happens only at morning after acid vomiting no vomit will happen
2524,Pantop-D SR Capsule,She is having pain in upper abdomen and has done the vomiting 2-3 times What will you prescribe
2528,Pantocid 20 Tablet,What is Pantocid 20 Tablet used for?
2530,Pantocid 20 Tablet,Is a single dose of Pantocid 20 Tablet sufficient?
2538,Pantocid 20 Tablet,Can I take antacids along with Pantocid 20 Tablet?
2548,Pantocid 20 Tablet,i am suffering from serious acid reflux and constipation problem and i used to take pantocid 20 in morning but now it is not giving me much relief. during the day whatever i eat gets converted into bloated stomach due to which i also feel slight pain near liver. kindly assisst me with any medicine
2556,Pantop-D Capsule,"I get reflux only when I belch or hiccup, so now having Light pain while eating food in Oesophagus. Food dnt get digested fast. Pls help me."
2557,Pantop-D Capsule,Acid reflux stomach to throat in 10 years use omeez20mg
2558,Pantop-D Capsule,I suffer from acid reflux and light paining at my heart and burning sensation near to cheast and my head also paining after when i get up from bed . Vomiting happens only at morning after acid vomiting no vomit will happen
2586,Pantocid L  Capsule SR,"Couse and symptoms of acid reflux, is their any chance of inflammation in neck region due to acid reflux"
2588,Pantocid L  Capsule SR,How to cure Acid reflux problem
2618,Cintodac  Capsule,What is gastroesophageal reflux disease (GERD)?
2630,PAN 80mg Tablet,What is PAN 80mg Tablet used for?
2632,PAN 80mg Tablet,Is a single dose of PAN 80mg Tablet sufficient?
2640,PAN 80mg Tablet,Can I take antacids along with PAN 80mg Tablet?
2650,PAN 80mg Tablet,"I have pharyngitis and is it bad for me to sing? And i always cough when i sleep, what causses my cough?"
2651,Pantosec-D Tablet,What is Pantosec-D Tablet?
2656,Pantosec-D Tablet,What are the instructions for storage and disposal of Pantosec-D Tablet?
2665,Nupenta Tablet,What is Nupenta Tablet used for?
2667,Nupenta Tablet,Is a single dose of Nupenta Tablet sufficient?
2675,Nupenta Tablet,Can I take antacids along with Nupenta Tablet?
2684,Nupenta Tablet,is nupenta LS dose daily good for health
2686,Dompan Tablet,What is Dompan Tablet?
2691,Dompan Tablet,What are the instructions for storage and disposal of Dompan Tablet?
2700,Pantop 20 Tablet,What is Pantop 20 Tablet used for?
2702,Pantop 20 Tablet,Is a single dose of Pantop 20 Tablet sufficient?
2710,Pantop 20 Tablet,Can I take antacids along with Pantop 20 Tablet?
2714,Pantop 20 Tablet,Acid reflux stomach to throat in 10 years use omeez20mg
2720,Pantop 20 Tablet,"I got my tests done, cbc, lipid, liver function, thyroid, ekg, tmt. Everything is normal except Uric acid level, uric acid is 8. I do not have any other symptoms, I have acidic reflux from quite some time and I am not taking any medicine. What could I do next?"
2777,Pansec Tablet,What is Pansec Tablet used for?
2779,Pansec Tablet,Is a single dose of Pansec Tablet sufficient?
2787,Pansec Tablet,Can I take antacids along with Pansec Tablet?
